order_id,customer_id,product_id,order_date,quantity,unit_price,unit_cost,category,region,revenue,total_cost,profit,profit_margin_pct
ORD024462,CUST03304,PROD0266,2025-02-08,3,949,564,Electronics,East,2847,1692,1155,40.57
ORD024463,CUST02448,PROD0261,2025-12-29,1,858,459,Beauty,North,858,459,399,46.5
ORD024464,CUST03285,PROD0324,2025-08-27,3,1094,555,Fashion,East,3282,1665,1617,49.27
ORD024465,CUST01217,PROD0243,2025-11-22,4,2534,1914,Sports,West,10136,7656,2480,24.47
ORD024466,CUST01291,PROD0166,2025-09-03,4,4166,3066,Home,South,16664,12264,4400,26.4
ORD024467,CUST04222,PROD0480,2025-11-27,1,4742,2998,Fashion,North,4742,2998,1744,36.78
ORD024468,CUST00502,PROD0102,2025-01-16,1,3561,2591,Sports,East,3561,2591,970,27.24
ORD024469,CUST02872,PROD0169,2025-12-31,1,2471,1641,Beauty,South,2471,1641,830,33.59
ORD024470,CUST00387,PROD0212,2025-07-14,3,1051,726,Beauty,South,3153,2178,975,30.92
ORD024471,CUST00412,PROD0073,2025-06-09,1,1023,596,Fashion,West,1023,596,427,41.74
ORD024472,CUST02007,PROD0189,2025-10-08,3,3656,1894,Sports,West,10968,5682,5286,48.19
ORD024473,CUST02148,PROD0399,2025-12-04,4,1211,767,Home,North,4844,3068,1776,36.66
ORD024474,CUST03869,PROD0308,2025-03-24,2,1377,1106,Beauty,West,2754,2212,542,19.68
ORD024475,CUST01339,PROD0008,2025-02-04,2,897,571,Electronics,South,1794,1142,652,36.34
ORD024476,CUST00353,PROD0440,2025-04-25,3,1618,1307,Beauty,North,4854,3921,933,19.22
ORD024477,CUST04965,PROD0098,2025-06-23,4,766,444,Sports,North,3064,1776,1288,42.04
ORD024478,CUST03189,PROD0286,2025-11-06,5,1775,894,Beauty,North,8875,4470,4405,49.63
ORD024479,CUST01303,PROD0074,2025-01-27,5,2242,1476,Electronics,North,11210,7380,3830,34.17
ORD024480,CUST00847,PROD0078,2025-01-13,5,2300,1201,Electronics,East,11500,6005,5495,47.78
ORD024481,CUST00526,PROD0380,2025-12-30,4,892,733,Fashion,South,3568,2932,636,17.83
ORD024482,CUST02525,PROD0162,2025-04-27,4,2408,1929,Fashion,South,9632,7716,1916,19.89
ORD024483,CUST01879,PROD0187,2025-01-31,1,3504,1929,Fashion,North,3504,1929,1575,44.95
ORD024484,CUST04106,PROD0184,2025-08-04,5,4818,2685,Beauty,North,24090,13425,10665,44.27
ORD024485,CUST03631,PROD0214,2025-07-09,2,1997,1254,Home,South,3994,2508,1486,37.21
ORD024486,CUST03810,PROD0397,2025-09-04,2,4467,3199,Home,East,8934,6398,2536,28.39
ORD024487,CUST02820,PROD0179,2025-10-20,5,3031,1560,Home,East,15155,7800,7355,48.53
ORD024488,CUST02908,PROD0059,2025-05-30,3,2966,1562,Beauty,East,8898,4686,4212,47.34
ORD024489,CUST03078,PROD0318,2025-12-19,2,2371,1611,Home,North,4742,3222,1520,32.05
ORD024490,CUST03831,PROD0029,2025-06-22,4,1685,951,Home,East,6740,3804,2936,43.56
ORD024491,CUST01059,PROD0093,2025-05-23,5,2959,1829,Electronics,East,14795,9145,5650,38.19
ORD024492,CUST02490,PROD0062,2025-12-24,2,3807,2260,Electronics,North,7614,4520,3094,40.64
ORD024493,CUST03649,PROD0135,2025-03-03,1,3979,2439,Sports,East,3979,2439,1540,38.7
ORD024494,CUST03265,PROD0428,2025-04-16,1,1581,1195,Electronics,East,1581,1195,386,24.41
ORD024495,CUST03602,PROD0134,2025-07-25,4,2017,1057,Beauty,West,8068,4228,3840,47.6
ORD024496,CUST02294,PROD0483,2025-10-31,3,807,679,Home,West,2421,2037,384,15.86
ORD024497,CUST00675,PROD0318,2025-05-04,1,3914,2695,Sports,South,3914,2695,1219,31.14
ORD024498,CUST01879,PROD0229,2025-01-15,3,1533,1260,Fashion,South,4599,3780,819,17.81
ORD024499,CUST01012,PROD0068,2025-10-12,3,1818,1521,Beauty,North,5454,4563,891,16.34
ORD024500,CUST00794,PROD0462,2025-01-26,1,1797,1267,Beauty,South,1797,1267,530,29.49
ORD024501,CUST00233,PROD0253,2025-10-05,2,4634,3719,Beauty,South,9268,7438,1830,19.75
ORD024502,CUST03028,PROD0454,2025-05-12,3,2214,1778,Electronics,North,6642,5334,1308,19.69
ORD024503,CUST03610,PROD0017,2025-10-16,2,633,531,Electronics,North,1266,1062,204,16.11
ORD024504,CUST02174,PROD0433,2025-07-04,5,2968,1552,Electronics,East,14840,7760,7080,47.71
ORD024505,CUST03385,PROD0152,2025-03-10,5,3668,2708,Fashion,East,18340,13540,4800,26.17
ORD024506,CUST04607,PROD0461,2025-01-28,3,3998,3150,Sports,East,11994,9450,2544,21.21
ORD024507,CUST02329,PROD0248,2025-05-07,1,2913,2006,Sports,South,2913,2006,907,31.14
ORD024508,CUST00798,PROD0396,2025-02-04,4,1945,1114,Electronics,South,7780,4456,3324,42.72
ORD024509,CUST03685,PROD0313,2025-12-15,1,1911,1079,Electronics,East,1911,1079,832,43.54
ORD024510,CUST04488,PROD0157,2025-06-23,2,4687,3254,Fashion,West,9374,6508,2866,30.57
ORD024511,CUST04478,PROD0088,2025-10-07,2,1114,799,Home,West,2228,1598,630,28.28
ORD024512,CUST02590,PROD0318,2025-04-04,4,732,505,Sports,South,2928,2020,908,31.01
ORD024513,CUST04702,PROD0098,2025-11-25,3,3709,2633,Beauty,North,11127,7899,3228,29.01
ORD024514,CUST04212,PROD0078,2025-06-25,5,3927,2191,Home,West,19635,10955,8680,44.21
ORD024515,CUST00509,PROD0027,2025-09-24,3,384,249,Sports,East,1152,747,405,35.16
ORD024516,CUST01464,PROD0389,2025-05-30,4,2374,1730,Fashion,East,9496,6920,2576,27.13
ORD024517,CUST03363,PROD0296,2025-12-23,3,2749,2170,Sports,South,8247,6510,1737,21.06
ORD024518,CUST03111,PROD0431,2025-08-03,1,4254,2547,Home,East,4254,2547,1707,40.13
ORD024519,CUST01048,PROD0393,2025-05-01,1,523,408,Beauty,North,523,408,115,21.99
ORD024520,CUST04872,PROD0400,2025-12-18,4,1001,778,Home,West,4004,3112,892,22.28
ORD024521,CUST04436,PROD0013,2025-11-10,1,1312,723,Home,South,1312,723,589,44.89
ORD024522,CUST00169,PROD0438,2025-04-18,1,4682,3418,Electronics,South,4682,3418,1264,27.0
ORD024523,CUST01562,PROD0399,2025-07-21,5,3261,2201,Sports,North,16305,11005,5300,32.51
ORD024524,CUST03173,PROD0484,2025-06-20,4,2784,2124,Electronics,East,11136,8496,2640,23.71
ORD024525,CUST00575,PROD0153,2025-08-01,2,1612,855,Fashion,East,3224,1710,1514,46.96
ORD024526,CUST01743,PROD0400,2025-06-12,3,4803,2964,Fashion,South,14409,8892,5517,38.29
ORD024527,CUST04571,PROD0044,2025-03-26,2,1164,757,Sports,East,2328,1514,814,34.97
ORD024528,CUST04017,PROD0372,2025-07-31,2,4517,3641,Electronics,West,9034,7282,1752,19.39
ORD024529,CUST02359,PROD0374,2025-06-20,5,210,155,Electronics,North,1050,775,275,26.19
ORD024530,CUST04025,PROD0492,2025-10-17,5,1518,813,Electronics,West,7590,4065,3525,46.44
ORD024531,CUST00531,PROD0095,2025-09-16,1,3234,2105,Home,East,3234,2105,1129,34.91
ORD024532,CUST00991,PROD0047,2025-06-22,2,2186,1650,Electronics,North,4372,3300,1072,24.52
ORD024533,CUST02121,PROD0485,2025-10-28,4,2602,1982,Home,West,10408,7928,2480,23.83
ORD024534,CUST04965,PROD0417,2025-04-14,3,3403,2406,Electronics,South,10209,7218,2991,29.3
ORD024535,CUST02442,PROD0084,2025-06-14,1,1819,1539,Sports,West,1819,1539,280,15.39
ORD024536,CUST02529,PROD0154,2025-11-05,4,225,169,Electronics,South,900,676,224,24.89
ORD024537,CUST02521,PROD0483,2025-11-02,1,2057,1688,Sports,North,2057,1688,369,17.94
ORD024538,CUST04409,PROD0296,2025-04-22,4,4208,2752,Beauty,East,16832,11008,5824,34.6
ORD024539,CUST01462,PROD0327,2025-01-17,1,4151,2805,Home,West,4151,2805,1346,32.43
ORD024540,CUST00952,PROD0429,2025-01-08,3,4494,3040,Beauty,East,13482,9120,4362,32.35
ORD024541,CUST00965,PROD0106,2025-02-10,4,3913,3009,Sports,South,15652,12036,3616,23.1
ORD024542,CUST02135,PROD0095,2025-01-22,1,1948,1324,Fashion,East,1948,1324,624,32.03
ORD024543,CUST04455,PROD0209,2025-04-06,3,1531,958,Sports,West,4593,2874,1719,37.43
ORD024544,CUST00695,PROD0171,2025-10-10,3,439,315,Fashion,South,1317,945,372,28.25
ORD024545,CUST02245,PROD0456,2025-02-27,3,472,275,Beauty,North,1416,825,591,41.74
ORD024546,CUST02804,PROD0279,2025-05-14,1,3383,2856,Fashion,West,3383,2856,527,15.58
ORD024547,CUST03912,PROD0303,2025-06-08,4,1045,776,Fashion,South,4180,3104,1076,25.74
ORD024548,CUST03025,PROD0300,2025-02-28,5,2851,1943,Home,South,14255,9715,4540,31.85
ORD024549,CUST01409,PROD0338,2025-09-17,5,3677,3073,Home,West,18385,15365,3020,16.43
ORD024550,CUST04594,PROD0170,2025-04-13,4,2903,2376,Sports,West,11612,9504,2108,18.15
ORD024551,CUST02979,PROD0268,2025-08-10,3,4483,2663,Beauty,West,13449,7989,5460,40.6
ORD024552,CUST00462,PROD0350,2025-06-20,1,2186,1639,Fashion,West,2186,1639,547,25.02
ORD024553,CUST01618,PROD0164,2025-12-19,2,1407,723,Electronics,East,2814,1446,1368,48.61
ORD024554,CUST00417,PROD0079,2025-12-17,2,1174,811,Home,West,2348,1622,726,30.92
ORD024555,CUST01389,PROD0466,2025-11-12,3,4329,2360,Beauty,South,12987,7080,5907,45.48
ORD024556,CUST04368,PROD0473,2025-09-07,4,4747,2641,Fashion,North,18988,10564,8424,44.36
ORD024557,CUST04488,PROD0397,2025-03-04,1,579,342,Sports,West,579,342,237,40.93
ORD024558,CUST02595,PROD0216,2025-09-06,4,881,658,Electronics,North,3524,2632,892,25.31
ORD024559,CUST04821,PROD0081,2025-04-05,3,2804,1704,Home,South,8412,5112,3300,39.23
ORD024560,CUST01747,PROD0449,2025-02-19,1,229,129,Home,South,229,129,100,43.67
ORD024561,CUST03502,PROD0120,2025-04-10,5,4540,2430,Electronics,East,22700,12150,10550,46.48
ORD024562,CUST02860,PROD0101,2025-08-23,4,1035,662,Fashion,North,4140,2648,1492,36.04
ORD024563,CUST03979,PROD0369,2025-01-17,4,2552,2008,Sports,North,10208,8032,2176,21.32
ORD024564,CUST04491,PROD0283,2025-04-25,3,2485,1819,Sports,North,7455,5457,1998,26.8
ORD024565,CUST04758,PROD0148,2025-10-31,4,2818,2166,Home,North,11272,8664,2608,23.14
ORD024566,CUST00853,PROD0018,2025-11-16,3,1212,972,Home,West,3636,2916,720,19.8
ORD024567,CUST03291,PROD0320,2025-08-11,5,1180,600,Fashion,East,5900,3000,2900,49.15
ORD024568,CUST01712,PROD0253,2025-10-03,3,1390,827,Fashion,West,4170,2481,1689,40.5
ORD024569,CUST02526,PROD0265,2025-01-14,3,2752,1557,Electronics,South,8256,4671,3585,43.42
ORD024570,CUST03647,PROD0202,2025-09-28,1,2731,1421,Electronics,South,2731,1421,1310,47.97
ORD024571,CUST02031,PROD0118,2025-09-10,4,822,564,Home,South,3288,2256,1032,31.39
ORD024572,CUST00237,PROD0123,2025-10-26,3,3648,2035,Home,West,10944,6105,4839,44.22
ORD024573,CUST01057,PROD0025,2025-11-09,3,3125,1628,Fashion,East,9375,4884,4491,47.9
ORD024574,CUST02261,PROD0369,2025-10-23,1,600,352,Home,West,600,352,248,41.33
ORD024575,CUST02427,PROD0385,2025-04-05,1,2988,2345,Home,South,2988,2345,643,21.52
ORD024576,CUST01026,PROD0059,2025-08-17,4,4360,3369,Fashion,North,17440,13476,3964,22.73
ORD024577,CUST00909,PROD0420,2025-12-30,1,528,288,Fashion,East,528,288,240,45.45
ORD024578,CUST00450,PROD0274,2025-07-25,4,1325,973,Home,North,5300,3892,1408,26.57
ORD024579,CUST00569,PROD0047,2025-01-22,4,2799,1521,Electronics,North,11196,6084,5112,45.66
ORD024580,CUST03499,PROD0335,2025-08-10,2,2267,1374,Beauty,North,4534,2748,1786,39.39
ORD024581,CUST02861,PROD0417,2025-08-28,2,2849,2206,Beauty,North,5698,4412,1286,22.57
ORD024582,CUST02327,PROD0022,2025-07-19,3,861,691,Beauty,East,2583,2073,510,19.74
ORD024583,CUST04310,PROD0344,2025-01-31,4,2813,2043,Fashion,West,11252,8172,3080,27.37
ORD024584,CUST01309,PROD0321,2025-09-29,4,2152,1441,Fashion,North,8608,5764,2844,33.04
ORD024585,CUST00718,PROD0139,2025-02-23,2,933,575,Home,East,1866,1150,716,38.37
ORD024586,CUST00970,PROD0107,2025-12-25,1,2885,2146,Fashion,South,2885,2146,739,25.62
ORD024587,CUST03346,PROD0410,2025-01-21,1,4986,3810,Home,West,4986,3810,1176,23.59
ORD024588,CUST02486,PROD0346,2025-11-24,1,2692,1965,Sports,South,2692,1965,727,27.01
ORD024589,CUST03656,PROD0198,2025-02-07,4,2360,1938,Electronics,West,9440,7752,1688,17.88
ORD024590,CUST02719,PROD0481,2025-11-22,2,4393,2997,Home,North,8786,5994,2792,31.78
ORD024591,CUST00904,PROD0447,2025-05-22,5,2032,1389,Sports,West,10160,6945,3215,31.64
ORD024592,CUST01451,PROD0462,2025-04-29,2,4155,2992,Fashion,East,8310,5984,2326,27.99
ORD024593,CUST01456,PROD0216,2025-06-07,3,676,415,Beauty,West,2028,1245,783,38.61
ORD024594,CUST04231,PROD0294,2025-09-20,1,2449,1652,Sports,South,2449,1652,797,32.54
ORD024595,CUST00532,PROD0382,2025-09-17,1,3713,2465,Sports,North,3713,2465,1248,33.61
ORD024596,CUST02268,PROD0049,2025-03-24,4,1654,985,Fashion,North,6616,3940,2676,40.45
ORD024597,CUST00333,PROD0105,2025-10-08,3,4001,2114,Beauty,East,12003,6342,5661,47.16
ORD024598,CUST01322,PROD0145,2025-10-13,2,2618,1868,Electronics,West,5236,3736,1500,28.65
ORD024599,CUST04053,PROD0057,2025-06-20,4,3977,2766,Fashion,West,15908,11064,4844,30.45
ORD024600,CUST01709,PROD0014,2025-12-16,5,1624,1064,Sports,West,8120,5320,2800,34.48
ORD024601,CUST03527,PROD0339,2025-01-15,1,850,620,Beauty,North,850,620,230,27.06
ORD024602,CUST00401,PROD0008,2025-10-12,5,2373,1217,Electronics,North,11865,6085,5780,48.71
ORD024603,CUST03631,PROD0184,2025-06-10,1,4523,3290,Home,East,4523,3290,1233,27.26
ORD024604,CUST03038,PROD0023,2025-10-22,1,1481,876,Home,South,1481,876,605,40.85
ORD024605,CUST03992,PROD0044,2025-10-23,3,3261,2247,Electronics,East,9783,6741,3042,31.09
ORD024606,CUST01479,PROD0066,2025-01-23,3,877,699,Beauty,East,2631,2097,534,20.3
ORD024607,CUST01915,PROD0259,2025-11-14,4,3014,2382,Electronics,North,12056,9528,2528,20.97
ORD024608,CUST01058,PROD0437,2025-07-11,3,3220,1930,Sports,North,9660,5790,3870,40.06
ORD024609,CUST02994,PROD0397,2025-04-11,1,3310,2463,Beauty,South,3310,2463,847,25.59
ORD024610,CUST00042,PROD0069,2025-04-29,2,2247,1477,Beauty,South,4494,2954,1540,34.27
ORD024611,CUST04897,PROD0082,2025-10-25,1,1197,686,Sports,West,1197,686,511,42.69
ORD024612,CUST02171,PROD0001,2025-11-04,2,2336,1634,Home,North,4672,3268,1404,30.05
ORD024613,CUST00027,PROD0485,2025-12-16,3,735,378,Fashion,South,2205,1134,1071,48.57
ORD024614,CUST03534,PROD0277,2025-12-02,5,862,682,Beauty,North,4310,3410,900,20.88
ORD024615,CUST02619,PROD0492,2025-05-07,5,4170,2878,Sports,West,20850,14390,6460,30.98
ORD024616,CUST01171,PROD0083,2025-10-16,3,4696,3618,Beauty,North,14088,10854,3234,22.96
ORD024617,CUST03699,PROD0312,2025-12-13,5,1824,1436,Electronics,East,9120,7180,1940,21.27
ORD024618,CUST00711,PROD0102,2025-05-28,2,3833,2965,Sports,East,7666,5930,1736,22.65
ORD024619,CUST03200,PROD0226,2025-03-04,5,4561,2670,Sports,South,22805,13350,9455,41.46
ORD024620,CUST02424,PROD0386,2025-05-12,2,1254,1009,Electronics,West,2508,2018,490,19.54
ORD024621,CUST02019,PROD0468,2025-05-23,3,739,512,Beauty,West,2217,1536,681,30.72
ORD024622,CUST04761,PROD0287,2025-08-18,3,1171,687,Beauty,South,3513,2061,1452,41.33
ORD024623,CUST04879,PROD0141,2025-09-28,5,2299,1179,Beauty,West,11495,5895,5600,48.72
ORD024624,CUST02899,PROD0014,2025-11-15,1,4319,3048,Home,South,4319,3048,1271,29.43
ORD024625,CUST02048,PROD0486,2025-09-11,4,2208,1332,Beauty,West,8832,5328,3504,39.67
ORD024626,CUST01559,PROD0332,2025-11-01,5,1549,1006,Home,North,7745,5030,2715,35.05
ORD024627,CUST03595,PROD0441,2025-01-17,3,916,465,Home,South,2748,1395,1353,49.24
ORD024628,CUST01723,PROD0269,2025-09-25,3,520,278,Beauty,East,1560,834,726,46.54
ORD024629,CUST04053,PROD0344,2025-01-11,3,1516,1087,Electronics,South,4548,3261,1287,28.3
ORD024630,CUST01652,PROD0488,2025-08-10,4,1869,1503,Sports,North,7476,6012,1464,19.58
ORD024631,CUST01779,PROD0351,2025-06-03,4,4790,2605,Electronics,North,19160,10420,8740,45.62
ORD024632,CUST00684,PROD0142,2025-05-01,1,3441,2546,Electronics,South,3441,2546,895,26.01
ORD024633,CUST01280,PROD0370,2025-12-11,4,3142,2218,Sports,West,12568,8872,3696,29.41
ORD024634,CUST02295,PROD0094,2025-12-27,3,1714,1379,Fashion,North,5142,4137,1005,19.54
ORD024635,CUST02011,PROD0411,2025-03-06,5,758,551,Fashion,South,3790,2755,1035,27.31
ORD024636,CUST01216,PROD0100,2025-03-04,4,4392,3542,Beauty,South,17568,14168,3400,19.35
ORD024637,CUST02583,PROD0070,2025-01-26,3,2310,1365,Electronics,West,6930,4095,2835,40.91
ORD024638,CUST01894,PROD0126,2025-07-14,5,336,179,Sports,South,1680,895,785,46.73
ORD024639,CUST00314,PROD0374,2025-09-02,4,3776,2950,Electronics,North,15104,11800,3304,21.88
ORD024640,CUST03995,PROD0383,2025-02-28,4,4003,3067,Electronics,West,16012,12268,3744,23.38
ORD024641,CUST00444,PROD0188,2025-05-02,2,1794,1375,Electronics,West,3588,2750,838,23.36
ORD024642,CUST01672,PROD0070,2025-10-26,4,3825,2550,Sports,West,15300,10200,5100,33.33
ORD024643,CUST02917,PROD0399,2025-04-30,4,1027,617,Home,South,4108,2468,1640,39.92
ORD024644,CUST03267,PROD0312,2025-05-19,1,898,518,Electronics,East,898,518,380,42.32
ORD024645,CUST04678,PROD0344,2025-10-11,3,4857,4044,Electronics,East,14571,12132,2439,16.74
ORD024646,CUST04644,PROD0446,2025-08-10,2,1877,1591,Electronics,East,3754,3182,572,15.24
ORD024647,CUST03096,PROD0269,2025-04-07,4,2890,2065,Home,South,11560,8260,3300,28.55
ORD024648,CUST04561,PROD0135,2025-01-27,3,3476,1928,Electronics,North,10428,5784,4644,44.53
ORD024649,CUST01865,PROD0109,2025-04-03,4,1043,871,Fashion,West,4172,3484,688,16.49
ORD024650,CUST00716,PROD0149,2025-12-28,1,3782,3196,Fashion,West,3782,3196,586,15.49
ORD024651,CUST00892,PROD0102,2025-04-05,1,2774,1453,Sports,South,2774,1453,1321,47.62
ORD024652,CUST03808,PROD0358,2025-06-24,3,2936,1544,Beauty,East,8808,4632,4176,47.41
ORD024653,CUST00501,PROD0142,2025-05-13,5,2286,1720,Beauty,North,11430,8600,2830,24.76
ORD024654,CUST02783,PROD0259,2025-08-14,4,3314,2547,Electronics,East,13256,10188,3068,23.14
ORD024655,CUST02641,PROD0319,2025-02-06,5,2881,2338,Fashion,West,14405,11690,2715,18.85
ORD024656,CUST04503,PROD0171,2025-01-21,3,2182,1695,Home,North,6546,5085,1461,22.32
ORD024657,CUST01354,PROD0365,2025-12-12,2,4337,3444,Fashion,North,8674,6888,1786,20.59
ORD024658,CUST00703,PROD0227,2025-04-28,2,345,228,Fashion,West,690,456,234,33.91
ORD024659,CUST02334,PROD0012,2025-08-23,4,4476,2482,Electronics,West,17904,9928,7976,44.55
ORD024660,CUST02195,PROD0055,2025-03-10,4,4634,3695,Beauty,East,18536,14780,3756,20.26
ORD024661,CUST02010,PROD0469,2025-04-07,2,677,465,Electronics,North,1354,930,424,31.31
ORD024662,CUST00384,PROD0443,2025-10-25,1,1115,879,Beauty,West,1115,879,236,21.17
ORD024663,CUST02059,PROD0246,2025-11-15,4,290,230,Beauty,East,1160,920,240,20.69
ORD024664,CUST02324,PROD0374,2025-01-02,3,1322,831,Electronics,North,3966,2493,1473,37.14
ORD024665,CUST00886,PROD0404,2025-12-09,4,4853,2548,Electronics,East,19412,10192,9220,47.5
ORD024666,CUST01592,PROD0380,2025-05-08,3,1512,773,Beauty,East,4536,2319,2217,48.88
ORD024667,CUST04399,PROD0091,2025-06-28,2,3361,2403,Beauty,West,6722,4806,1916,28.5
ORD024668,CUST02252,PROD0325,2025-12-15,4,2018,1135,Sports,East,8072,4540,3532,43.76
ORD024669,CUST04441,PROD0429,2025-04-07,1,1668,1204,Beauty,East,1668,1204,464,27.82
ORD024670,CUST01784,PROD0311,2025-10-15,3,3477,2242,Electronics,South,10431,6726,3705,35.52
ORD024671,CUST04922,PROD0187,2025-08-22,1,3171,1927,Electronics,North,3171,1927,1244,39.23
ORD024672,CUST04118,PROD0331,2025-02-06,3,4991,3107,Sports,East,14973,9321,5652,37.75
ORD024673,CUST02584,PROD0497,2025-01-17,5,3528,2335,Beauty,North,17640,11675,5965,33.82
ORD024674,CUST01730,PROD0316,2025-02-05,1,1003,538,Fashion,East,1003,538,465,46.36
ORD024675,CUST00263,PROD0189,2025-06-04,1,4919,3456,Home,West,4919,3456,1463,29.74
ORD024676,CUST02632,PROD0298,2025-02-17,1,3501,1788,Home,South,3501,1788,1713,48.93
ORD024677,CUST03827,PROD0172,2025-06-16,1,488,307,Electronics,West,488,307,181,37.09
ORD024678,CUST02431,PROD0390,2025-11-14,1,558,289,Home,East,558,289,269,48.21
ORD024679,CUST00392,PROD0069,2025-10-26,2,554,297,Sports,West,1108,594,514,46.39
ORD024680,CUST02937,PROD0278,2025-04-24,4,1750,917,Fashion,South,7000,3668,3332,47.6
ORD024681,CUST03673,PROD0321,2025-03-30,1,3783,2519,Beauty,West,3783,2519,1264,33.41
ORD024682,CUST00540,PROD0084,2025-07-06,5,1927,1525,Fashion,West,9635,7625,2010,20.86
ORD024683,CUST01116,PROD0088,2025-06-25,3,1298,941,Home,East,3894,2823,1071,27.5
ORD024684,CUST00884,PROD0148,2025-11-30,2,1657,935,Home,West,3314,1870,1444,43.57
ORD024685,CUST04324,PROD0254,2025-05-21,4,608,444,Fashion,North,2432,1776,656,26.97
ORD024686,CUST02420,PROD0303,2025-06-21,2,2428,1304,Home,East,4856,2608,2248,46.29
ORD024687,CUST01400,PROD0432,2025-01-19,2,2034,1577,Fashion,North,4068,3154,914,22.47
ORD024688,CUST01577,PROD0221,2025-03-01,5,4470,3182,Home,West,22350,15910,6440,28.81
ORD024689,CUST02085,PROD0234,2025-06-08,4,3162,1965,Sports,South,12648,7860,4788,37.86
ORD024690,CUST04787,PROD0024,2025-02-03,5,1809,1415,Sports,West,9045,7075,1970,21.78
ORD024691,CUST01536,PROD0251,2025-06-18,5,1256,917,Fashion,North,6280,4585,1695,26.99
ORD024692,CUST04754,PROD0328,2025-09-29,4,709,523,Electronics,East,2836,2092,744,26.23
ORD024693,CUST00090,PROD0098,2025-08-04,2,4754,3808,Sports,East,9508,7616,1892,19.9
ORD024694,CUST04191,PROD0214,2025-03-13,2,4586,2477,Sports,East,9172,4954,4218,45.99
ORD024695,CUST01655,PROD0295,2025-08-17,2,1867,1064,Fashion,East,3734,2128,1606,43.01
ORD024696,CUST01902,PROD0311,2025-10-14,5,4541,2428,Sports,West,22705,12140,10565,46.53
ORD024697,CUST02680,PROD0225,2025-12-18,4,1055,885,Sports,South,4220,3540,680,16.11
ORD024698,CUST02171,PROD0372,2025-06-19,2,4989,2605,Beauty,North,9978,5210,4768,47.79
ORD024699,CUST00366,PROD0478,2025-10-06,3,3021,1669,Sports,South,9063,5007,4056,44.75
ORD024700,CUST03961,PROD0183,2025-06-15,5,4991,3673,Beauty,South,24955,18365,6590,26.41
ORD024701,CUST02373,PROD0198,2025-12-22,1,575,485,Beauty,East,575,485,90,15.65
ORD024702,CUST00519,PROD0447,2025-12-18,2,1585,1270,Home,South,3170,2540,630,19.87
ORD024703,CUST04992,PROD0333,2025-09-03,5,373,236,Home,South,1865,1180,685,36.73
ORD024704,CUST03711,PROD0108,2025-12-09,4,559,363,Fashion,West,2236,1452,784,35.06
ORD024705,CUST00830,PROD0403,2025-09-07,4,2678,1404,Sports,West,10712,5616,5096,47.57
ORD024706,CUST02634,PROD0314,2025-04-07,1,3740,2983,Beauty,South,3740,2983,757,20.24
ORD024707,CUST00271,PROD0410,2025-10-23,2,4723,2984,Home,North,9446,5968,3478,36.82
ORD024708,CUST02987,PROD0209,2025-09-16,1,1133,933,Home,West,1133,933,200,17.65
ORD024709,CUST03539,PROD0357,2025-01-01,4,1571,1036,Beauty,North,6284,4144,2140,34.05
ORD024710,CUST04565,PROD0091,2025-08-07,2,3183,2443,Electronics,South,6366,4886,1480,23.25
ORD024711,CUST04815,PROD0344,2025-01-27,3,900,649,Beauty,North,2700,1947,753,27.89
ORD024712,CUST01008,PROD0175,2025-10-27,3,2784,1506,Home,East,8352,4518,3834,45.91
ORD024713,CUST02318,PROD0142,2025-12-08,3,3402,2651,Electronics,South,10206,7953,2253,22.08
ORD024714,CUST00605,PROD0131,2025-02-24,1,2209,1365,Sports,East,2209,1365,844,38.21
ORD024715,CUST04474,PROD0453,2025-07-22,2,584,370,Beauty,North,1168,740,428,36.64
ORD024716,CUST00177,PROD0127,2025-05-23,3,4601,3590,Home,North,13803,10770,3033,21.97
ORD024717,CUST02322,PROD0249,2025-04-04,1,2709,2275,Electronics,North,2709,2275,434,16.02
ORD024718,CUST01715,PROD0398,2025-07-29,2,948,549,Sports,East,1896,1098,798,42.09
ORD024719,CUST00637,PROD0264,2025-02-13,4,2002,1454,Sports,South,8008,5816,2192,27.37
ORD024720,CUST02624,PROD0491,2025-12-18,3,1116,887,Fashion,East,3348,2661,687,20.52
ORD024721,CUST04156,PROD0217,2025-08-02,3,392,214,Home,East,1176,642,534,45.41
ORD024722,CUST02779,PROD0015,2025-07-16,1,3271,2302,Home,North,3271,2302,969,29.62
ORD024723,CUST03753,PROD0173,2025-11-21,1,3465,1849,Sports,South,3465,1849,1616,46.64
ORD024724,CUST00661,PROD0229,2025-05-30,3,1172,735,Sports,West,3516,2205,1311,37.29
ORD024725,CUST04366,PROD0173,2025-06-16,4,4097,2402,Fashion,West,16388,9608,6780,41.37
ORD024726,CUST03188,PROD0259,2025-02-19,1,3623,2929,Beauty,East,3623,2929,694,19.16
ORD024727,CUST04341,PROD0365,2025-09-10,1,3816,2456,Electronics,South,3816,2456,1360,35.64
ORD024728,CUST04756,PROD0395,2025-08-01,3,4921,2955,Home,South,14763,8865,5898,39.95
ORD024729,CUST00085,PROD0009,2025-11-26,1,1642,1261,Electronics,North,1642,1261,381,23.2
ORD024730,CUST03671,PROD0260,2025-04-24,3,2356,1481,Sports,North,7068,4443,2625,37.14
ORD024731,CUST00907,PROD0113,2025-05-20,3,492,269,Fashion,South,1476,807,669,45.33
ORD024732,CUST03522,PROD0207,2025-12-23,2,1177,638,Fashion,East,2354,1276,1078,45.79
