customer_id,total_orders,total_revenue,total_profit
CUST01996,11,113288,34993
CUST01997,16,148662,54368
CUST01998,9,73847,20110
CUST01999,11,46157,13908
CUST02000,8,58697,18302
CUST02001,10,82566,32215
CUST02002,6,27433,7808
CUST02003,6,55702,13320
CUST02004,10,55915,22452
CUST02005,12,74880,24655
CUST02006,8,58756,16602
CUST02007,12,112123,40211
CUST02008,12,89374,32187
CUST02009,5,32292,10417
CUST02010,9,75843,24575
CUST02011,12,95674,23660
CUST02012,11,96863,28473
CUST02013,7,100483,38360
CUST02014,11,77323,23225
CUST02015,8,32767,10035
CUST02016,13,81838,26409
CUST02017,11,97689,27428
CUST02018,10,73713,26179
CUST02019,5,35992,13892
CUST02020,11,69161,22303
CUST02021,8,71735,25961
CUST02022,12,75884,23941
CUST02023,10,59262,18613
CUST02024,13,100351,36900
CUST02025,15,97086,31840
CUST02026,10,112030,43127
CUST02027,9,80383,26655
CUST02028,12,142291,43405
CUST02029,11,89606,30213
CUST02030,5,64037,22582
CUST02031,10,47123,16975
CUST02032,11,78370,25476
CUST02033,10,51851,16569
CUST02034,8,67409,24647
CUST02035,8,57824,16061
CUST02036,14,106244,32077
CUST02037,13,80907,26902
CUST02038,9,98395,29974
CUST02039,14,121802,37166
CUST02040,13,72425,26162
CUST02041,13,141102,50636
CUST02042,12,117003,37662
CUST02043,16,145416,48314
CUST02044,8,94912,26501
CUST02045,13,89609,33095
CUST02046,10,63682,18446
CUST02047,8,63823,22715
CUST02048,9,73302,18742
CUST02049,7,58829,14239
CUST02050,5,23179,6749
CUST02051,8,71766,21119
CUST02052,13,108022,30885
CUST02053,12,91373,32440
CUST02054,15,83000,27568
CUST02055,10,66717,18803
CUST02056,9,60037,23403
CUST02057,13,113942,36630
CUST02058,13,109199,37606
CUST02059,9,88922,30722
CUST02060,8,67045,20251
CUST02061,10,67311,21762
CUST02062,10,110823,34148
CUST02063,9,60316,21065
CUST02064,13,84667,28279
CUST02065,16,108801,27763
CUST02066,13,58789,14913
CUST02067,9,53854,20083
CUST02068,8,51447,19576
CUST02069,11,85576,23659
CUST02070,6,43374,12186
CUST02071,12,106849,39564
CUST02072,8,45434,17435
CUST02073,11,68158,24616
CUST02074,12,118891,37672
CUST02075,15,91363,28573
CUST02076,9,45201,12300
CUST02077,9,47397,15887
CUST02078,8,104597,35367
CUST02079,20,196979,60447
CUST02080,11,57076,20012
CUST02081,10,64822,23649
CUST02082,9,61700,20129
CUST02083,11,93015,27016
CUST02084,12,124380,44124
CUST02085,7,61405,18151
CUST02086,10,66442,25403
CUST02087,12,68373,19811
CUST02088,6,37796,11943
CUST02089,7,64865,24604
CUST02090,8,75937,27159
CUST02091,13,131275,31933
CUST02092,11,102005,34444
CUST02093,9,91394,25802
CUST02094,9,90359,29637
CUST02095,9,46661,17430
CUST02096,6,65062,21495
CUST02097,12,69395,23280
CUST02098,5,18065,7048
CUST02099,6,56513,18545
CUST02100,12,96828,32226
CUST02101,13,84237,31274
CUST02102,7,47926,17191
CUST02103,8,97870,29261
CUST02104,11,91707,33293
CUST02105,9,65170,17779
CUST02106,14,141493,44964
CUST02107,7,51409,13872
CUST02108,7,29736,9929
CUST02109,6,28896,9949
CUST02110,14,62185,21417
CUST02111,7,71296,19878
CUST02112,4,20730,8568
CUST02113,7,63992,20089
CUST02114,8,53596,19726
CUST02115,8,67906,25346
CUST02116,12,102092,37499
CUST02117,7,31867,8690
CUST02118,11,67892,20390
CUST02119,8,68250,23155
CUST02120,5,53450,16625
CUST02121,13,105618,26628
CUST02122,11,96118,27217
CUST02123,15,124204,46743
CUST02124,8,44759,12990
CUST02125,12,72441,20297
CUST02126,10,57702,16907
CUST02127,11,79824,25162
CUST02128,10,68404,20222
CUST02129,11,81210,27986
CUST02130,11,66839,23747
CUST02131,8,80536,24054
CUST02132,11,55307,18547
CUST02133,6,43212,12597
CUST02134,7,45021,13793
CUST02135,16,119753,36583
CUST02136,7,50956,16667
CUST02137,11,66232,22480
CUST02138,10,127073,38555
CUST02139,8,44154,12814
CUST02140,10,84662,35003
CUST02141,8,42025,14965
CUST02142,7,68028,23918
CUST02143,14,88519,31583
CUST02144,12,116531,29775
CUST02145,8,84364,29755
CUST02146,8,70844,20930
CUST02147,8,69611,21898
CUST02148,12,72953,23513
CUST02149,8,71930,23649
CUST02150,7,89469,26177
CUST02151,13,91421,28497
CUST02152,12,148034,47255
CUST02153,6,47132,18875
CUST02154,13,87176,27527
CUST02155,12,85256,30106
CUST02156,10,91470,25682
CUST02157,17,104913,30881
CUST02158,15,145192,42089
CUST02159,16,145304,48029
CUST02160,8,60174,16446
CUST02161,15,121601,38145
CUST02162,14,85698,24999
CUST02163,12,79817,23869
CUST02164,12,61306,23361
CUST02165,9,53434,17350
CUST02166,10,100158,32426
CUST02167,7,42238,13916
CUST02168,7,47446,17478
CUST02169,5,45062,11326
CUST02170,11,46180,14963
CUST02171,11,59210,25162
CUST02172,9,79888,25021
CUST02173,13,119435,44306
CUST02174,8,66198,26812
CUST02175,6,55963,15652
CUST02176,11,114257,40764
CUST02177,10,78492,22430
CUST02178,11,64497,24968
CUST02179,8,74486,25337
CUST02180,11,92283,27633
CUST02181,9,66202,24384
CUST02182,12,91363,22031
CUST02183,3,17580,5732
CUST02184,9,96617,35508
CUST02185,8,59749,17224
CUST02186,10,62390,22152
CUST02187,11,61889,23060
CUST02188,12,87324,29933
CUST02189,9,76906,24075
CUST02190,4,36549,14268
CUST02191,12,100719,35600
CUST02192,8,67774,20955
CUST02193,12,119085,42258
CUST02194,9,38878,10724
CUST02195,17,126348,35533
CUST02196,10,67251,19918
CUST02197,11,61933,17718
CUST02198,7,50314,17831
CUST02199,16,88701,32163
CUST02200,13,106496,37671
CUST02201,13,95043,32970
CUST02202,5,56409,12605
CUST02203,9,74230,22098
CUST02204,11,128995,46857
CUST02205,12,103380,29200
CUST02206,14,74555,22791
CUST02207,7,60518,16223
CUST02208,9,79512,28324
CUST02209,7,44139,16734
CUST02210,9,71590,23083
CUST02211,4,15811,5659
CUST02212,11,62934,20842
CUST02213,12,135113,37385
CUST02214,5,27414,9368
CUST02215,7,39169,13987
CUST02216,9,60485,20086
CUST02217,8,48356,15508
CUST02218,10,68949,21043
CUST02219,9,80207,28669
CUST02220,12,105887,30575
CUST02221,13,122591,41719
CUST02222,8,44035,16161
CUST02223,15,59572,21299
CUST02224,9,63902,19559
CUST02225,12,70510,22796
CUST02226,8,72901,21176
CUST02227,17,106505,32954
CUST02228,7,50266,15615
CUST02229,14,121090,36584
CUST02230,3,20481,6938
CUST02231,14,97717,31555
CUST02232,10,76214,28033
CUST02233,5,31167,10604
CUST02234,17,75500,24756
CUST02235,13,121728,35548
CUST02236,9,52481,14378
CUST02237,8,42439,16671
CUST02238,9,71788,19862
CUST02239,5,46784,12186
CUST02240,5,40563,12582
CUST02241,11,65382,15216
CUST02242,14,104189,37891
CUST02243,8,60471,15076
CUST02244,14,90584,27306
CUST02245,10,108550,39230
CUST02246,7,90073,25495
CUST02247,10,56653,20672
CUST02248,3,32931,11335
CUST02249,14,84456,26795
CUST02250,9,52267,17766
CUST02251,8,91665,30080
CUST02252,9,86113,26822
CUST02253,7,41982,15102
CUST02254,7,48637,15991
CUST02255,9,44535,13458
CUST02256,11,75996,27037
CUST02257,16,158828,54533
CUST02258,5,38990,12957
CUST02259,17,158273,48945
CUST02260,12,97761,33116
CUST02261,11,68706,21029
CUST02262,14,107353,35417
CUST02263,10,82358,26585
CUST02264,15,112581,38024
CUST02265,13,101790,34806
CUST02266,10,53548,16436
CUST02267,8,87225,34059
CUST02268,11,91621,26950
CUST02269,10,84819,28666
CUST02270,9,67433,19327
CUST02271,7,67928,23285
CUST02272,5,32945,10603
CUST02273,13,84948,31856
CUST02274,8,48280,17377
CUST02275,11,108610,39223
CUST02276,12,83175,25301
CUST02277,13,87076,27647
CUST02278,5,29609,9715
CUST02279,9,57940,18367
CUST02280,11,76356,23440
CUST02281,14,78409,23787
CUST02282,14,112819,39745
CUST02283,7,23165,6611
CUST02284,8,66800,26205
CUST02285,6,30823,9953
CUST02286,8,33047,10969
CUST02287,9,71017,22487
CUST02288,6,31088,11944
CUST02289,5,43566,13457
CUST02290,8,46911,10898
CUST02291,12,90708,30943
CUST02292,12,140961,51043
CUST02293,11,61129,18062
CUST02294,10,52976,17212
CUST02295,13,88863,29741
CUST02296,10,73600,26668
CUST02297,12,68155,28351
CUST02298,12,100650,30635
CUST02299,5,48311,18402
CUST02300,8,73181,24042
CUST02301,6,28343,7694
CUST02302,12,94321,26037
CUST02303,13,96390,32703
CUST02304,9,44512,12507
CUST02305,10,114174,32362
CUST02306,13,108256,34932
CUST02307,9,70095,22390
CUST02308,7,38211,9422
CUST02309,4,38419,13083
CUST02310,11,101605,29896
CUST02311,8,77313,18507
CUST02312,15,132492,40888
CUST02313,7,69814,24258
CUST02314,10,92356,30030
CUST02315,7,62381,16726
CUST02316,5,46388,15521
CUST02317,11,94671,28355
CUST02318,8,61217,17426
CUST02319,7,74369,24148
CUST02320,9,38235,12081
CUST02321,12,95126,20903
CUST02322,10,100929,29871
CUST02323,11,104978,32235
CUST02324,10,84982,20965
CUST02325,10,82072,31103
CUST02326,6,30736,11497
CUST02327,11,72376,28442
CUST02328,12,114134,38581
CUST02329,6,44294,14200
CUST02330,8,70167,28604
CUST02331,11,61456,16732
CUST02332,8,69694,20867
CUST02333,8,78393,26538
CUST02334,9,83864,30944
CUST02335,9,87129,27522
CUST02336,10,68811,23514
CUST02337,6,26883,9258
CUST02338,11,79285,24388
CUST02339,8,75697,21877
CUST02340,12,92736,27114
CUST02341,14,85810,26646
CUST02342,7,61904,20239
CUST02343,8,66614,18010
CUST02344,13,77057,23213
CUST02345,8,55787,15957
CUST02346,11,67207,22324
CUST02347,7,96312,25948
CUST02348,10,46777,14714
CUST02349,9,41548,12386
CUST02350,12,113089,32667
CUST02351,9,77957,29690
CUST02352,7,76570,27069
CUST02353,13,110273,34737
CUST02354,7,48198,17196
CUST02355,14,99645,38367
CUST02356,12,123442,42268
CUST02357,10,75296,24119
CUST02358,8,35930,11974
CUST02359,9,57383,18153
CUST02360,8,61856,24608
CUST02361,5,48311,15448
CUST02362,7,26701,8153
CUST02363,6,75947,30723
CUST02364,11,110679,32906
CUST02365,16,111547,35931
CUST02366,12,85297,30388
CUST02367,12,80848,27893
CUST02368,22,203709,69391
CUST02369,9,64418,21367
CUST02370,9,61732,21812
CUST02371,9,124011,40344
CUST02372,12,128275,43458
CUST02373,10,62940,21949
CUST02374,8,71368,21837
CUST02375,9,51830,13017
CUST02376,10,68549,20758
CUST02377,13,99317,27497
CUST02378,17,94174,32319
CUST02379,8,39689,12164
CUST02380,10,67702,21338
CUST02381,12,128013,37886
CUST02382,12,91387,25583
CUST02383,8,54441,14592
CUST02384,7,58006,17618
CUST02385,9,50107,14679
CUST02386,9,89356,29532
CUST02387,12,89214,25007
CUST02388,7,52933,15279
CUST02389,7,42071,15705
CUST02390,13,86107,22862
CUST02391,15,87365,27627
CUST02392,5,49155,12880
CUST02393,14,121080,38377
CUST02394,8,86398,29183
CUST02395,11,88730,32165
CUST02396,11,62944,18138
CUST02397,8,57949,14219
CUST02398,17,120121,36942
CUST02399,15,128023,39212
CUST02400,5,45607,9861
CUST02401,9,51992,16976
CUST02402,8,53189,21944
CUST02403,8,63404,22648
CUST02404,6,42577,17070
CUST02405,7,51901,14368
CUST02406,7,64437,25296
CUST02407,4,28613,6033
CUST02408,12,97932,37804
CUST02409,8,74773,19903
CUST02410,9,37901,12639
CUST02411,11,111515,36251
CUST02412,8,69461,27300
CUST02413,8,62978,18611
CUST02414,15,167716,51200
CUST02415,18,131143,46971
CUST02416,19,141424,49218
CUST02417,10,78682,30191
CUST02418,7,53933,19124
CUST02419,12,101669,31165
CUST02420,15,120513,41780
CUST02421,5,61301,23078
CUST02422,14,98747,30746
CUST02423,17,119495,37831
CUST02424,14,101735,38765
CUST02425,9,72834,20790
CUST02426,7,54656,16395
CUST02427,10,69511,27786
CUST02428,16,134632,38329
CUST02429,18,194965,60062
CUST02430,15,113776,35809
CUST02431,10,84754,26075
CUST02432,12,100188,40859
CUST02433,7,55080,20822
CUST02434,10,83061,31632
CUST02435,15,112031,35755
CUST02436,11,66326,17700
CUST02437,7,47748,14855
CUST02438,7,83381,29423
CUST02439,7,68493,23716
CUST02440,9,104919,34139
CUST02441,11,85930,30446
CUST02442,9,103076,41541
CUST02443,11,107270,35177
CUST02444,8,78153,26912
CUST02445,11,106760,30564
CUST02446,9,67006,22198
CUST02447,18,162636,48335
CUST02448,10,52059,20393
CUST02449,10,79686,28259
CUST02450,9,96564,34510
CUST02451,8,71626,29000
CUST02452,10,69023,24648
CUST02453,8,81288,30667
CUST02454,10,101336,38707
CUST02455,12,93350,29179
CUST02456,12,112480,34488
CUST02457,9,64043,14083
CUST02458,9,114969,41794
CUST02459,6,42094,15689
CUST02460,4,38196,13940
CUST02461,12,84297,29150
CUST02462,14,101655,33396
CUST02463,9,45406,14815
CUST02464,8,55176,18595
CUST02465,3,20897,10116
CUST02466,5,19513,6360
CUST02467,12,109357,33456
CUST02468,9,49919,17212
CUST02469,9,66004,19341
CUST02470,12,85559,32866
CUST02471,7,51546,18790
CUST02472,9,35016,12188
CUST02473,13,101664,25005
CUST02474,9,68351,24518
CUST02475,11,88278,23452
CUST02476,12,89290,26038
CUST02477,8,48207,17120
CUST02478,8,51079,10127
CUST02479,6,63184,23744
CUST02480,9,52958,15549
CUST02481,7,70581,21217
CUST02482,10,56711,19280
CUST02483,9,75641,31620
CUST02484,7,27190,8104
CUST02485,7,71598,18980
CUST02486,13,83112,29241
CUST02487,12,85652,30155
CUST02488,4,35663,13162
CUST02489,10,63260,18335
CUST02490,14,146376,53772
CUST02491,9,55915,20851
CUST02492,9,67413,23961
CUST02493,11,64751,19664
CUST02494,10,63478,20086
CUST02495,8,32929,11959
CUST02496,10,102303,34481
CUST02497,6,48986,16952
CUST02498,9,64873,21429
CUST02499,6,54635,18225
CUST02500,11,68571,24304
CUST02501,13,90877,36379
CUST02502,9,59217,18969
CUST02503,11,76270,22740
CUST02504,11,93607,28271
CUST02505,14,69794,21738
CUST02506,11,108031,35122
CUST02507,11,103412,35078
CUST02508,7,28287,12133
CUST02509,8,64578,17374
CUST02510,11,55306,16869
CUST02511,8,41830,14922
CUST02512,19,157389,59555
CUST02513,13,114300,38858
CUST02514,13,109369,33403
CUST02515,7,40214,15948
CUST02516,10,99565,32224
CUST02517,4,17364,4235
CUST02518,7,61110,21307
CUST02519,7,58543,15791
CUST02520,10,69539,19922
CUST02521,10,71599,22082
CUST02522,10,64630,19392
CUST02523,4,22862,4908
CUST02524,13,99250,29728
CUST02525,19,101494,31329
CUST02526,13,69887,25300
CUST02527,10,87648,25145
CUST02528,10,107074,29875
CUST02529,6,35551,11188
CUST02530,16,110356,38929
CUST02531,8,39843,12523
CUST02532,8,34286,13941
CUST02533,9,42568,13928
CUST02534,12,110482,36538
CUST02535,9,74694,26126
CUST02536,8,75808,25450
CUST02537,12,119264,43648
CUST02538,13,85196,25200
CUST02539,13,147930,44276
CUST02540,12,107645,37946
CUST02541,7,55903,14870
CUST02542,6,57427,24432
CUST02543,9,84171,20561
CUST02544,7,47190,16629
CUST02545,13,119760,41326
CUST02546,7,61362,21121
CUST02547,17,138454,42252
CUST02548,7,32064,10540
CUST02549,15,148431,51597
CUST02550,5,22307,8144
CUST02551,9,66361,13816
CUST02552,12,81619,26139
CUST02553,11,89027,29743
CUST02554,12,86052,26684
CUST02555,4,10453,2938
CUST02556,10,67496,19618
CUST02557,16,143683,42225
CUST02558,10,70556,24879
CUST02559,14,152701,52778
CUST02560,8,66299,24067
CUST02561,14,99884,37324
CUST02562,3,13609,5393
CUST02563,12,62324,22152
CUST02564,12,78221,27691
CUST02565,10,98332,38969
CUST02566,10,66819,19299
CUST02567,9,73062,27416
CUST02568,14,132434,44237
CUST02569,14,146525,52996
CUST02570,10,62799,19772
CUST02571,9,92283,37060
CUST02572,7,86218,29503
CUST02573,11,110660,37056
CUST02574,8,104270,35476
CUST02575,6,37478,11847
CUST02576,15,156305,50001
CUST02577,10,108115,31866
CUST02578,12,120099,38430
CUST02579,10,57942,21805
CUST02580,4,37917,10175
CUST02581,10,67351,20125
CUST02582,14,101825,24753
CUST02583,11,88762,30844
CUST02584,11,123970,42991
CUST02585,12,52242,18745
CUST02586,7,75149,28778
CUST02587,13,135333,44677
CUST02588,13,97490,30724
CUST02589,13,62208,16092
CUST02590,11,77940,21747
CUST02591,11,51979,17683
CUST02592,13,105551,33141
CUST02593,6,63890,20383
CUST02594,11,58369,20832
CUST02595,12,81087,23779
CUST02596,10,75816,32381
CUST02597,12,93797,23875
CUST02598,15,115450,32596
CUST02599,10,108089,35191
CUST02600,6,21624,7967
CUST02601,13,143659,46223
CUST02602,15,110305,35102
CUST02603,8,64770,23492
CUST02604,10,64822,18578
CUST02605,10,65318,19771
CUST02606,11,78881,25735
CUST02607,9,89379,28764
CUST02608,10,78640,26763
CUST02609,3,16359,5590
CUST02610,10,49343,19804
CUST02611,9,62996,23287
CUST02612,5,41140,13359
CUST02613,13,62139,17756
CUST02614,12,110724,34914
CUST02615,10,85094,28517
CUST02616,10,65582,26741
CUST02617,6,35887,11853
CUST02618,11,94074,33434
CUST02619,5,44396,14086
CUST02620,9,61107,22836
CUST02621,10,105893,39023
CUST02622,17,147298,42739
CUST02623,8,37180,15072
CUST02624,10,77671,26246
CUST02625,6,62852,22032
CUST02626,10,76596,25880
CUST02627,11,64958,19306
CUST02628,11,82472,31505
CUST02629,11,101326,30082
CUST02630,6,51590,12435
CUST02631,8,33281,14281
CUST02632,13,114942,39062
CUST02633,8,61944,20370
CUST02634,11,67379,22059
CUST02635,9,91349,28017
CUST02636,10,62613,19860
CUST02637,5,23712,8791
CUST02638,8,64371,19492
CUST02639,4,41951,10927
CUST02640,9,83387,31214
CUST02641,14,109780,37944
CUST02642,8,43386,13197
CUST02643,7,47291,14534
CUST02644,4,43808,11624
CUST02645,9,88520,34573
CUST02646,9,74759,24640
CUST02647,10,68060,20112
CUST02648,11,57682,16850
CUST02649,8,44247,12729
CUST02650,5,40456,12532
CUST02651,6,26488,7161
CUST02652,6,58320,22914
CUST02653,10,123080,47616
CUST02654,11,58640,19436
CUST02655,21,178092,62386
CUST02656,14,119913,36652
CUST02657,5,49237,15555
CUST02658,9,57535,14848
CUST02659,8,68865,22854
CUST02660,12,111427,41136
CUST02661,10,60953,22419
CUST02662,9,74419,28627
CUST02663,10,74798,25500
CUST02664,6,51633,19010
CUST02665,10,82887,28765
CUST02666,17,103050,33507
CUST02667,11,73777,24811
CUST02668,8,91092,28894
CUST02669,15,151745,52956
CUST02670,11,104714,29619
CUST02671,15,137434,41591
CUST02672,10,71300,24669
CUST02673,10,96561,29442
CUST02674,8,37497,10067
CUST02675,10,82757,28575
CUST02676,17,124987,39018
CUST02677,7,55191,18876
CUST02678,8,58144,20603
CUST02679,12,67445,20399
CUST02680,12,65537,17107
CUST02681,11,85298,27202
CUST02682,9,53119,18472
CUST02683,12,79315,20469
CUST02684,7,33934,9743
CUST02685,7,26704,9148
CUST02686,10,73548,25854
CUST02687,16,140204,52680
CUST02688,11,119635,38475
CUST02689,6,58349,20751
CUST02690,9,25251,7311
CUST02691,8,50099,15981
CUST02692,9,50153,13178
CUST02693,11,117483,41071
CUST02694,12,75471,25284
CUST02695,12,95821,34369
CUST02696,6,48572,14206
CUST02697,13,133960,45216
CUST02698,7,67314,25056
CUST02699,7,72077,23818
CUST02700,11,83467,26779
CUST02701,18,157005,47131
CUST02702,12,63678,20703
CUST02703,12,67115,22816
CUST02704,11,115631,34840
CUST02705,17,99368,33766
CUST02706,14,81034,25998
CUST02707,5,23548,6472
CUST02708,7,52757,15834
CUST02709,15,133849,46170
CUST02710,7,41572,13236
CUST02711,6,35746,9057
CUST02712,18,116793,40485
CUST02713,5,30236,9155
CUST02714,13,122687,42580
CUST02715,9,65270,21092
CUST02716,7,46164,13804
CUST02717,7,76715,26583
CUST02718,11,58626,19925
CUST02719,8,104802,31931
CUST02720,7,83716,26520
CUST02721,10,88010,20399
CUST02722,9,77074,23437
CUST02723,8,55079,17976
CUST02724,8,86453,28543
CUST02725,10,75637,22620
CUST02726,11,119188,34418
CUST02727,6,59031,16400
CUST02728,14,123107,39019
CUST02729,16,73297,19347
CUST02730,9,72287,26911
CUST02731,6,44401,15627
CUST02732,11,76339,26392
CUST02733,9,54328,15908
CUST02734,11,75237,29559
CUST02735,9,94714,26555
CUST02736,10,104177,35513
CUST02737,8,38862,11982
CUST02738,10,66214,20994
CUST02739,9,75753,20288
CUST02740,16,132901,41306
CUST02741,7,45419,17971
CUST02742,8,88509,28764
CUST02743,13,71773,23975
CUST02744,10,105473,35403
CUST02745,11,102355,32408
CUST02746,17,160818,62005
CUST02747,10,81715,23856
CUST02748,14,124927,43393
CUST02749,10,76914,25926
CUST02750,11,87343,31309
CUST02751,11,84550,28712
CUST02752,12,109030,33937
CUST02753,9,65253,25607
CUST02754,7,53148,16444
CUST02755,9,90811,28708
CUST02756,14,112665,36060
CUST02757,8,69848,26194
CUST02758,5,32010,11141
CUST02759,6,31905,10473
CUST02760,7,37445,10156
CUST02761,8,55612,19863
CUST02762,6,50132,18693
CUST02763,10,59310,15135
CUST02764,10,71376,23578
CUST02765,10,69206,23336
CUST02766,15,160084,55960
CUST02767,8,65266,19450
CUST02768,4,29424,9447
CUST02769,21,196343,57786
CUST02770,9,86629,27295
CUST02771,11,104671,35251
CUST02772,10,116271,36696
CUST02773,7,51094,13488
CUST02774,15,104432,32732
CUST02775,17,163223,56757
CUST02776,11,94368,29660
CUST02777,7,87757,34415
CUST02778,7,40085,13725
CUST02779,10,52743,15651
CUST02780,21,152412,52140
CUST02781,12,92430,33544
CUST02782,11,111317,40906
CUST02783,12,97580,34560
CUST02784,12,110682,33192
CUST02785,10,93868,26631
CUST02786,9,52388,13825
CUST02787,11,102587,33469
CUST02788,9,61234,22393
CUST02789,10,85379,24734
CUST02790,6,39135,9076
CUST02791,11,100823,34722
CUST02792,10,75460,25787
CUST02793,7,47426,16877
CUST02794,16,104147,31335
CUST02795,5,45866,19027
CUST02796,12,88879,31894
CUST02797,13,125900,40416
CUST02798,6,49072,18600
CUST02799,9,68109,22323
CUST02800,8,44994,14804
CUST02801,13,84107,25785
CUST02802,6,56051,19510
CUST02803,10,85178,27419
CUST02804,14,117386,43645
CUST02805,10,97858,27725
CUST02806,6,34136,12240
CUST02807,11,103976,30314
CUST02808,7,39888,13572
CUST02809,17,101837,30287
CUST02810,13,93958,29020
CUST02811,13,77478,24738
CUST02812,14,101007,32346
CUST02813,12,87509,25093
CUST02814,7,53592,14052
CUST02815,7,60649,21002
CUST02816,15,169541,57601
CUST02817,12,89666,28489
CUST02818,14,118074,38518
CUST02819,12,97230,34826
CUST02820,12,104302,40350
CUST02821,7,76556,18637
CUST02822,10,97847,25409
CUST02823,13,133244,44957
CUST02824,13,130711,36535
CUST02825,14,73797,24200
CUST02826,10,53758,19744
CUST02827,6,27487,7136
CUST02828,8,46778,15183
CUST02829,12,113952,38376
CUST02830,7,74287,20553
CUST02831,8,70083,20572
CUST02832,17,155008,54814
CUST02833,11,79131,25291
CUST02834,6,43880,14701
CUST02835,9,87638,25473
CUST02836,9,78355,24527
CUST02837,8,80224,25903
CUST02838,8,89549,22644
CUST02839,18,180703,60179
CUST02840,10,69803,25461
CUST02841,7,43927,15066
CUST02842,13,98291,28167
CUST02843,7,45000,16198
CUST02844,13,132253,43888
CUST02845,13,110123,36942
CUST02846,6,59486,17941
CUST02847,13,112068,40714
CUST02848,11,57548,16741
CUST02849,9,53661,19431
CUST02850,14,75652,25299
CUST02851,9,48515,16502
CUST02852,6,60746,19799
CUST02853,9,45573,14141
CUST02854,15,117322,44542
CUST02855,6,36853,11347
CUST02856,8,65285,14041
CUST02857,10,49798,18329
CUST02858,11,100318,33588
CUST02859,3,27471,7208
CUST02860,12,83145,33410
CUST02861,11,68410,21137
CUST02862,9,100216,38046
CUST02863,7,63787,22234
CUST02864,10,81681,26174
CUST02865,8,35732,10856
CUST02866,10,77808,31066
CUST02867,16,136403,43636
CUST02868,8,49697,15762
CUST02869,5,40826,13646
CUST02870,9,57630,16623
CUST02871,9,87069,30044
CUST02872,14,127937,39225
CUST02873,8,35828,11845
CUST02874,9,103572,34525
CUST02875,5,31221,11754
CUST02876,7,76288,20207
CUST02877,7,66860,20379
CUST02878,6,29205,11818
CUST02879,11,110834,34690
CUST02880,5,22180,6619
CUST02881,4,46609,13719
CUST02882,9,63346,21531
CUST02883,10,57289,22117
CUST02884,11,79889,22152
CUST02885,9,51939,17088
CUST02886,2,32353,10571
CUST02887,14,105397,35071
CUST02888,12,94484,28366
CUST02889,12,125248,33423
CUST02890,6,57152,20349
CUST02891,5,39190,13123
CUST02892,10,88620,30749
CUST02893,17,180490,63459
CUST02894,7,47944,15332
CUST02895,12,96348,28128
CUST02896,13,93961,32311
CUST02897,15,109686,36679
CUST02898,11,98374,31988
CUST02899,9,48741,18411
CUST02900,8,55058,19119
CUST02901,8,49214,16324
CUST02902,14,157424,56040
CUST02903,12,99403,28480
CUST02904,5,23775,9210
CUST02905,5,56336,18766
CUST02906,4,23851,5272
CUST02907,10,81764,34680
CUST02908,4,50212,21651
CUST02909,12,102404,29229
CUST02910,9,88390,24317
CUST02911,13,89694,30025
CUST02912,13,138124,45023
CUST02913,9,86733,27378
CUST02914,4,28354,7892
CUST02915,14,89037,28083
CUST02916,6,63401,22076
CUST02917,12,93427,28038
CUST02918,18,137309,42825
CUST02919,12,87110,25891
CUST02920,14,124228,45428
CUST02921,8,55497,17240
CUST02922,15,97532,29540
CUST02923,11,107487,29733
CUST02924,13,83416,31043
CUST02925,12,94775,31299
CUST02926,20,161067,55232
CUST02927,11,90109,29468
CUST02928,10,87713,31203
CUST02929,9,85662,24312
CUST02930,6,15530,5626
CUST02931,8,76998,17834
CUST02932,10,69376,26096
CUST02933,6,62811,23567
CUST02934,16,125936,37525
CUST02935,17,143023,52072
CUST02936,9,73090,28266
CUST02937,9,53584,15522
CUST02938,6,59559,17996
CUST02939,14,79763,24114
CUST02940,15,138226,41715
CUST02941,12,87078,27643
CUST02942,9,97687,35641
CUST02943,9,69232,24449
CUST02944,10,89117,34242
CUST02945,13,102062,36147
CUST02946,16,97583,34565
CUST02947,13,71967,24629
CUST02948,9,86612,28369
CUST02949,14,121067,38471
CUST02950,10,65016,20662
CUST02951,10,51528,17978
CUST02952,12,76882,30056
CUST02953,11,86975,31081
CUST02954,9,83699,21005
CUST02955,6,30329,8853
CUST02956,9,84486,22465
CUST02957,10,106143,39559
CUST02958,8,80104,26996
CUST02959,8,72051,19430
CUST02960,16,120402,36982
CUST02961,6,39229,14056
CUST02962,4,25383,7245
CUST02963,13,110199,31780
CUST02964,10,89472,25231
CUST02965,17,127298,37411
CUST02966,13,85119,25599
CUST02967,12,124639,39767
CUST02968,14,107720,35848
CUST02969,10,76127,25431
CUST02970,5,49175,18020
CUST02971,11,91538,33495
CUST02972,14,94832,24128
CUST02973,9,65316,20885
CUST02974,6,39723,11790
CUST02975,10,90334,31270
CUST02976,12,86359,34574
CUST02977,13,124976,41435
CUST02978,15,123906,35826
CUST02979,13,120577,41712
CUST02980,11,104347,29382
CUST02981,6,50643,15296
CUST02982,10,51742,18775
CUST02983,3,15309,4368
CUST02984,14,172929,62213
CUST02985,9,71531,24949
CUST02986,13,84539,32885
CUST02987,9,70660,27721
CUST02988,12,103892,37610
CUST02989,11,75657,27471
CUST02990,13,67912,25792
CUST02991,13,129293,46806
CUST02992,15,112391,34481
CUST02993,7,64508,22586
